,Warehouse_Block,Shipment_Mode,Customer_Calls,Calls_Intensity,Customer_Rating,Rating_Satisfaction,Product_Cost,Cost_Segment,Prior_Purchases,Customer_Segment,Product_Importance,Gender,Product_Discount,Discount_Segment,Product_Weight,Weight_Segment,Delivery_Status
2325,B,Flight,4,Moderate,4,High Rating - Satisfied,141,Cheap,2,New,Low,Female,30,27-39(%),1130,Light,Not On Time
2326,C,Flight,2,Few,5,High Rating - Satisfied,202,Standard,3,New,Low,Male,50,40-52(%),2587,Medium,Not On Time
2327,E,Flight,4,Moderate,4,High Rating - Satisfied,282,Expensive,6,Regular,Medium,Female,52,40-52(%),3009,Medium,Not On Time
2328,D,Flight,6,Frequent,4,High Rating - Satisfied,190,Standard,3,New,Low,Male,7,1-13(%),3175,Medium,Not On Time
2329,E,Flight,4,Moderate,2,Low Rating - Dissatisfied,192,Standard,4,Regular,Low,Female,61,53-65(%),2256,Medium,Not On Time
2330,A,Flight,3,Few,4,High Rating - Satisfied,179,Standard,2,New,Low,Male,51,40-52(%),1041,Light,Not On Time
2331,B,Flight,4,Moderate,3,Low Rating - Dissatisfied,238,Standard,2,New,Medium,Male,43,40-52(%),2200,Medium,Not On Time
2332,C,Flight,3,Few,2,Low Rating - Dissatisfied,181,Standard,4,Regular,Low,Female,18,14-26(%),3696,Medium,Not On Time
2333,E,Flight,5,Moderate,2,Low Rating - Dissatisfied,128,Cheap,5,Regular,Medium,Female,45,40-52(%),1707,Light,Not On Time
2334,D,Flight,5,Moderate,1,Low Rating - Dissatisfied,285,Expensive,5,Regular,Low,Male,51,40-52(%),2063,Medium,Not On Time
2335,E,Flight,5,Moderate,5,High Rating - Satisfied,273,Expensive,3,New,Medium,Female,18,14-26(%),2415,Medium,Not On Time
2336,A,Flight,2,Few,2,Low Rating - Dissatisfied,242,Standard,6,Regular,Low,Female,63,53-65(%),3144,Medium,Not On Time
2337,B,Flight,3,Few,4,High Rating - Satisfied,226,Standard,3,New,Medium,Female,22,14-26(%),3593,Medium,Not On Time
2338,C,Flight,2,Few,5,High Rating - Satisfied,255,Expensive,4,Regular,Low,Female,36,27-39(%),2093,Medium,Not On Time
2339,E,Flight,5,Moderate,1,Low Rating - Dissatisfied,198,Standard,2,New,Medium,Female,37,27-39(%),3025,Medium,Not On Time
2340,D,Flight,5,Moderate,4,High Rating - Satisfied,263,Expensive,3,New,Medium,Male,59,53-65(%),3978,Medium,Not On Time
2341,E,Flight,3,Few,5,High Rating - Satisfied,186,Standard,2,New,Low,Female,39,27-39(%),2197,Medium,Not On Time
2342,A,Flight,5,Moderate,2,Low Rating - Dissatisfied,260,Expensive,3,New,Low,Female,22,14-26(%),2935,Medium,Not On Time
2343,B,Flight,4,Moderate,2,Low Rating - Dissatisfied,167,Cheap,2,New,Low,Female,5,1-13(%),1169,Light,Not On Time
2344,C,Flight,4,Moderate,3,Low Rating - Dissatisfied,210,Standard,3,New,Low,Female,46,40-52(%),2344,Medium,Not On Time
2345,E,Flight,4,Moderate,5,High Rating - Satisfied,216,Standard,3,New,Low,Female,20,14-26(%),3549,Medium,Not On Time
2346,D,Ship,3,Few,2,Low Rating - Dissatisfied,273,Expensive,3,New,Low,Female,12,1-13(%),2154,Medium,Not On Time
2347,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,153,Cheap,2,New,Low,Female,55,53-65(%),1414,Light,Not On Time
2348,A,Ship,3,Few,2,Low Rating - Dissatisfied,183,Standard,3,New,Medium,Female,44,40-52(%),3809,Medium,Not On Time
2349,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,224,Standard,3,New,Medium,Female,36,27-39(%),3499,Medium,Not On Time
2350,C,Ship,5,Moderate,1,Low Rating - Dissatisfied,170,Standard,3,New,High,Male,58,53-65(%),1651,Light,Not On Time
2351,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,237,Standard,4,Regular,Low,Male,33,27-39(%),2605,Medium,Not On Time
2352,D,Ship,5,Moderate,5,High Rating - Satisfied,234,Standard,6,Regular,Medium,Female,60,53-65(%),2443,Medium,Not On Time
2353,E,Ship,3,Few,2,Low Rating - Dissatisfied,264,Expensive,3,New,Medium,Female,43,40-52(%),3439,Medium,Not On Time
2354,A,Ship,2,Few,2,Low Rating - Dissatisfied,153,Cheap,3,New,Low,Female,55,53-65(%),1273,Light,Not On Time
2355,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,228,Standard,4,Regular,Low,Male,61,53-65(%),3583,Medium,Not On Time
2356,C,Ship,3,Few,5,High Rating - Satisfied,264,Expensive,2,New,Medium,Male,33,27-39(%),2021,Medium,Not On Time
2357,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,267,Expensive,3,New,Low,Female,42,40-52(%),2332,Medium,Not On Time
2358,D,Ship,3,Few,2,Low Rating - Dissatisfied,213,Standard,2,New,Low,Male,22,14-26(%),3248,Medium,Not On Time
2359,E,Ship,4,Moderate,1,Low Rating - Dissatisfied,181,Standard,3,New,Medium,Male,38,27-39(%),3258,Medium,Not On Time
2360,A,Ship,6,Frequent,4,High Rating - Satisfied,209,Standard,5,Regular,Low,Female,53,53-65(%),3169,Medium,Not On Time
2361,B,Ship,3,Few,2,Low Rating - Dissatisfied,165,Cheap,3,New,Low,Female,19,14-26(%),1111,Light,Not On Time
2362,C,Ship,3,Few,4,High Rating - Satisfied,164,Cheap,3,New,High,Female,55,53-65(%),1293,Light,Not On Time
2363,E,Ship,5,Moderate,5,High Rating - Satisfied,141,Cheap,2,New,Medium,Male,14,14-26(%),1114,Light,Not On Time
2364,D,Ship,3,Few,2,Low Rating - Dissatisfied,164,Cheap,4,Regular,Medium,Male,2,1-13(%),1701,Light,Not On Time
2365,E,Ship,3,Few,3,Low Rating - Dissatisfied,178,Standard,2,New,Medium,Male,4,1-13(%),1778,Light,Not On Time
2366,A,Ship,5,Moderate,4,High Rating - Satisfied,200,Standard,3,New,Medium,Male,24,14-26(%),2078,Medium,Not On Time
2367,B,Ship,4,Moderate,5,High Rating - Satisfied,185,Standard,2,New,Low,Female,47,40-52(%),3974,Medium,Not On Time
2368,C,Ship,2,Few,1,Low Rating - Dissatisfied,180,Standard,2,New,Medium,Female,31,27-39(%),1078,Light,Not On Time
2369,E,Ship,4,Moderate,5,High Rating - Satisfied,144,Cheap,3,New,Low,Male,9,1-13(%),1526,Light,Not On Time
2370,D,Ship,4,Moderate,4,High Rating - Satisfied,161,Cheap,4,Regular,Low,Female,14,14-26(%),1194,Light,Not On Time
2371,E,Ship,4,Moderate,5,High Rating - Satisfied,152,Cheap,3,New,Medium,Male,25,14-26(%),1222,Light,Not On Time
2372,A,Ship,2,Few,3,Low Rating - Dissatisfied,129,Cheap,3,New,Low,Male,50,40-52(%),1111,Light,Not On Time
2373,B,Ship,5,Moderate,2,Low Rating - Dissatisfied,140,Cheap,3,New,Medium,Female,16,14-26(%),1969,Medium,Not On Time
2374,C,Ship,4,Moderate,1,Low Rating - Dissatisfied,270,Expensive,4,Regular,Medium,Female,64,53-65(%),3312,Medium,Not On Time
2375,E,Ship,3,Few,2,Low Rating - Dissatisfied,183,Standard,3,New,Medium,Female,25,14-26(%),2023,Medium,Not On Time
2376,D,Ship,4,Moderate,1,Low Rating - Dissatisfied,264,Expensive,3,New,Low,Female,39,27-39(%),3719,Medium,Not On Time
2377,E,Ship,3,Few,2,Low Rating - Dissatisfied,167,Cheap,4,Regular,Medium,Male,49,40-52(%),1973,Medium,Not On Time
2378,A,Ship,5,Moderate,1,Low Rating - Dissatisfied,219,Standard,3,New,Low,Male,14,14-26(%),2447,Medium,Not On Time
2379,B,Ship,4,Moderate,2,Low Rating - Dissatisfied,225,Standard,3,New,Low,Male,52,40-52(%),3189,Medium,Not On Time
2380,C,Ship,4,Moderate,1,Low Rating - Dissatisfied,228,Standard,3,New,Low,Female,53,53-65(%),2021,Medium,Not On Time
2381,E,Ship,3,Few,5,High Rating - Satisfied,119,Cheap,3,New,Medium,Male,7,1-13(%),1021,Light,Not On Time
2382,D,Ship,3,Few,5,High Rating - Satisfied,244,Standard,3,New,Low,Female,8,1-13(%),3154,Medium,Not On Time
2383,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,163,Cheap,5,Regular,Low,Male,29,27-39(%),1349,Light,Not On Time
2384,A,Ship,4,Moderate,5,High Rating - Satisfied,260,Expensive,3,New,Medium,Male,59,53-65(%),3951,Medium,Not On Time
2385,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,135,Cheap,2,New,Medium,Female,53,53-65(%),1073,Light,Not On Time
2386,C,Ship,5,Moderate,2,Low Rating - Dissatisfied,167,Cheap,3,New,Medium,Female,7,1-13(%),1939,Medium,Not On Time
2387,E,Ship,4,Moderate,4,High Rating - Satisfied,233,Standard,3,New,Medium,Female,14,14-26(%),2522,Medium,Not On Time
2388,D,Ship,4,Moderate,5,High Rating - Satisfied,147,Cheap,2,New,Medium,Female,19,14-26(%),1940,Medium,Not On Time
2389,E,Ship,2,Few,4,High Rating - Satisfied,159,Cheap,2,New,Low,Female,17,14-26(%),1686,Light,Not On Time
2390,A,Ship,4,Moderate,2,Low Rating - Dissatisfied,139,Cheap,3,New,Medium,Male,5,1-13(%),1674,Light,Not On Time
2391,B,Ship,3,Few,1,Low Rating - Dissatisfied,200,Standard,2,New,Low,Female,44,40-52(%),2651,Medium,Not On Time
2392,C,Ship,4,Moderate,1,Low Rating - Dissatisfied,221,Standard,3,New,Low,Female,3,1-13(%),2546,Medium,Not On Time
2393,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,158,Cheap,3,New,Low,Male,18,14-26(%),1036,Light,Not On Time
2394,D,Ship,4,Moderate,5,High Rating - Satisfied,227,Standard,3,New,Low,Male,65,53-65(%),3984,Medium,Not On Time
2395,E,Ship,3,Few,3,Low Rating - Dissatisfied,179,Standard,3,New,Medium,Female,12,1-13(%),1125,Light,Not On Time
2396,A,Ship,3,Few,2,Low Rating - Dissatisfied,232,Standard,3,New,Low,Female,64,53-65(%),3131,Medium,Not On Time
2397,B,Ship,3,Few,3,Low Rating - Dissatisfied,139,Cheap,2,New,Low,Male,9,1-13(%),1177,Light,Not On Time
2398,C,Ship,6,Frequent,3,Low Rating - Dissatisfied,195,Standard,2,New,Medium,Male,21,14-26(%),3869,Medium,Not On Time
2399,E,Ship,6,Frequent,2,Low Rating - Dissatisfied,276,Expensive,6,Regular,Medium,Male,7,1-13(%),2437,Medium,Not On Time
2400,D,Ship,2,Few,5,High Rating - Satisfied,171,Standard,3,New,Medium,Female,13,1-13(%),1101,Light,Not On Time
2401,E,Ship,5,Moderate,4,High Rating - Satisfied,259,Expensive,3,New,Medium,Female,43,40-52(%),2685,Medium,Not On Time
2402,A,Ship,3,Few,2,Low Rating - Dissatisfied,123,Cheap,4,Regular,Medium,Female,7,1-13(%),1596,Light,Not On Time
2403,B,Ship,3,Few,2,Low Rating - Dissatisfied,199,Standard,4,Regular,Low,Female,47,40-52(%),2208,Medium,Not On Time
2404,C,Ship,4,Moderate,3,Low Rating - Dissatisfied,226,Standard,2,New,Low,Female,32,27-39(%),2912,Medium,Not On Time
2405,E,Ship,4,Moderate,2,Low Rating - Dissatisfied,149,Cheap,3,New,Medium,Female,54,53-65(%),1506,Light,Not On Time
2406,D,Ship,3,Few,5,High Rating - Satisfied,115,Cheap,3,New,Medium,Male,60,53-65(%),1122,Light,Not On Time
2407,E,Ship,3,Few,2,Low Rating - Dissatisfied,243,Standard,2,New,Medium,Male,26,14-26(%),2719,Medium,Not On Time
2408,A,Ship,2,Few,4,High Rating - Satisfied,136,Cheap,6,Regular,Medium,Male,58,53-65(%),1479,Light,Not On Time
2409,B,Ship,3,Few,2,Low Rating - Dissatisfied,180,Standard,2,New,Low,Female,6,1-13(%),1811,Light,Not On Time
2410,C,Ship,4,Moderate,1,Low Rating - Dissatisfied,274,Expensive,4,Regular,Medium,Male,57,53-65(%),3332,Medium,Not On Time
2411,E,Ship,6,Frequent,5,High Rating - Satisfied,233,Standard,6,Regular,Medium,Male,48,40-52(%),3341,Medium,Not On Time
2412,D,Ship,3,Few,2,Low Rating - Dissatisfied,254,Expensive,2,New,Medium,Female,2,1-13(%),3239,Medium,Not On Time
2413,E,Ship,4,Moderate,5,High Rating - Satisfied,153,Cheap,3,New,High,Female,3,1-13(%),1347,Light,Not On Time
2414,A,Ship,6,Frequent,3,Low Rating - Dissatisfied,175,Standard,5,Regular,Medium,Female,64,53-65(%),1860,Medium,Not On Time
2415,B,Ship,5,Moderate,2,Low Rating - Dissatisfied,207,Standard,2,New,Low,Female,35,27-39(%),2184,Medium,Not On Time
2416,C,Ship,3,Few,1,Low Rating - Dissatisfied,153,Cheap,2,New,Low,Female,6,1-13(%),1314,Light,Not On Time
2417,E,Ship,3,Few,4,High Rating - Satisfied,228,Standard,2,New,Medium,Male,65,53-65(%),3943,Medium,Not On Time
2418,D,Ship,5,Moderate,2,Low Rating - Dissatisfied,96,Cheap,2,New,Low,Female,50,40-52(%),1186,Light,Not On Time
2419,E,Ship,4,Moderate,4,High Rating - Satisfied,241,Standard,3,New,High,Male,39,27-39(%),3798,Medium,Not On Time
2420,A,Ship,5,Moderate,2,Low Rating - Dissatisfied,249,Standard,5,Regular,High,Female,28,27-39(%),2846,Medium,Not On Time
2421,B,Ship,3,Few,3,Low Rating - Dissatisfied,188,Standard,5,Regular,Low,Male,25,14-26(%),3992,Medium,Not On Time
2422,C,Ship,3,Few,2,Low Rating - Dissatisfied,154,Cheap,2,New,High,Female,4,1-13(%),1009,Light,Not On Time
2423,E,Ship,4,Moderate,4,High Rating - Satisfied,226,Standard,2,New,High,Male,53,53-65(%),3154,Medium,Not On Time
2424,D,Ship,5,Moderate,3,Low Rating - Dissatisfied,250,Standard,2,New,Low,Female,14,14-26(%),2064,Medium,Not On Time
2425,E,Ship,3,Few,1,Low Rating - Dissatisfied,150,Cheap,2,New,Medium,Female,46,40-52(%),1431,Light,Not On Time
2426,A,Ship,3,Few,5,High Rating - Satisfied,267,Expensive,2,New,Low,Female,16,14-26(%),2913,Medium,Not On Time
2427,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,223,Standard,3,New,Low,Male,35,27-39(%),2715,Medium,Not On Time
2428,C,Ship,4,Moderate,5,High Rating - Satisfied,192,Standard,3,New,Medium,Female,41,40-52(%),3873,Medium,Not On Time
2429,E,Ship,3,Few,2,Low Rating - Dissatisfied,143,Cheap,3,New,Low,Female,58,53-65(%),1785,Light,Not On Time
2430,D,Ship,3,Few,5,High Rating - Satisfied,113,Cheap,2,New,Low,Female,19,14-26(%),1660,Light,Not On Time
2431,E,Ship,4,Moderate,1,Low Rating - Dissatisfied,135,Cheap,3,New,Medium,Male,39,27-39(%),1549,Light,Not On Time
2432,A,Ship,4,Moderate,4,High Rating - Satisfied,189,Standard,4,Regular,High,Female,56,53-65(%),2646,Medium,Not On Time
2433,B,Ship,3,Few,2,Low Rating - Dissatisfied,245,Standard,3,New,Medium,Male,13,1-13(%),3775,Medium,Not On Time
2434,C,Ship,3,Few,5,High Rating - Satisfied,181,Standard,2,New,Low,Male,29,27-39(%),2217,Medium,Not On Time
2435,E,Ship,3,Few,2,Low Rating - Dissatisfied,207,Standard,2,New,Medium,Female,37,27-39(%),2460,Medium,Not On Time
2436,D,Ship,3,Few,1,Low Rating - Dissatisfied,169,Standard,2,New,Medium,Female,19,14-26(%),1183,Light,Not On Time
2437,E,Ship,4,Moderate,5,High Rating - Satisfied,206,Standard,3,New,Low,Female,65,53-65(%),2598,Medium,Not On Time
2438,A,Ship,2,Few,5,High Rating - Satisfied,117,Cheap,3,New,Low,Male,44,40-52(%),1192,Light,Not On Time
2439,B,Road,2,Few,1,Low Rating - Dissatisfied,115,Cheap,3,New,High,Male,42,40-52(%),1247,Light,Not On Time
2440,C,Road,3,Few,3,Low Rating - Dissatisfied,149,Cheap,3,New,Low,Female,63,53-65(%),1196,Light,Not On Time
2441,E,Road,4,Moderate,5,High Rating - Satisfied,133,Cheap,3,New,Medium,Male,3,1-13(%),1403,Light,Not On Time
2442,D,Road,4,Moderate,3,Low Rating - Dissatisfied,271,Expensive,2,New,Medium,Male,22,14-26(%),2595,Medium,Not On Time
2443,E,Road,2,Few,5,High Rating - Satisfied,116,Cheap,3,New,Low,Female,3,1-13(%),1688,Light,Not On Time
2444,A,Road,3,Few,5,High Rating - Satisfied,139,Cheap,2,New,Medium,Male,64,53-65(%),1857,Medium,Not On Time
2445,B,Road,4,Moderate,3,Low Rating - Dissatisfied,216,Standard,3,New,Medium,Male,35,27-39(%),2567,Medium,Not On Time
2446,C,Road,3,Few,5,High Rating - Satisfied,165,Cheap,2,New,High,Female,37,27-39(%),1234,Light,Not On Time
2447,E,Road,6,Frequent,5,High Rating - Satisfied,286,Expensive,4,Regular,Low,Female,31,27-39(%),3774,Medium,Not On Time
2448,D,Road,5,Moderate,3,Low Rating - Dissatisfied,136,Cheap,3,New,Medium,Female,13,1-13(%),1446,Light,Not On Time
2449,E,Road,4,Moderate,5,High Rating - Satisfied,225,Standard,4,Regular,Low,Male,48,40-52(%),2767,Medium,Not On Time
2450,A,Road,4,Moderate,2,Low Rating - Dissatisfied,163,Cheap,3,New,Low,Female,27,27-39(%),1639,Light,Not On Time
2451,B,Road,4,Moderate,3,Low Rating - Dissatisfied,272,Expensive,4,Regular,Low,Male,61,53-65(%),2857,Medium,Not On Time
2452,C,Road,4,Moderate,3,Low Rating - Dissatisfied,135,Cheap,2,New,High,Male,24,14-26(%),1292,Light,Not On Time
2453,E,Road,4,Moderate,5,High Rating - Satisfied,184,Standard,3,New,Low,Female,64,53-65(%),3812,Medium,Not On Time
2454,D,Road,4,Moderate,5,High Rating - Satisfied,219,Standard,2,New,Medium,Female,28,27-39(%),2164,Medium,Not On Time
2455,E,Road,3,Few,3,Low Rating - Dissatisfied,249,Standard,2,New,Medium,Male,53,53-65(%),2323,Medium,Not On Time
2456,A,Road,2,Few,3,Low Rating - Dissatisfied,142,Cheap,3,New,Low,Female,46,40-52(%),1694,Light,Not On Time
2457,B,Road,5,Moderate,2,Low Rating - Dissatisfied,137,Cheap,3,New,Medium,Male,47,40-52(%),1023,Light,Not On Time
2458,C,Road,2,Few,5,High Rating - Satisfied,168,Cheap,3,New,Low,Male,37,27-39(%),1717,Light,Not On Time
2459,E,Road,5,Moderate,5,High Rating - Satisfied,165,Cheap,3,New,Medium,Female,32,27-39(%),1798,Light,Not On Time
2460,D,Road,3,Few,3,Low Rating - Dissatisfied,199,Standard,2,New,Low,Male,4,1-13(%),3553,Medium,Not On Time
2461,E,Flight,3,Few,3,Low Rating - Dissatisfied,246,Standard,3,New,Low,Male,27,27-39(%),3648,Medium,Not On Time
2462,A,Flight,5,Moderate,2,Low Rating - Dissatisfied,224,Standard,4,Regular,Medium,Male,43,40-52(%),2336,Medium,Not On Time
2463,B,Flight,5,Moderate,5,High Rating - Satisfied,216,Standard,6,Regular,Low,Male,54,53-65(%),2075,Medium,Not On Time
2464,C,Flight,5,Moderate,3,Low Rating - Dissatisfied,167,Cheap,2,New,Low,Male,3,1-13(%),1140,Light,Not On Time
2465,E,Flight,4,Moderate,2,Low Rating - Dissatisfied,182,Standard,3,New,Medium,Male,14,14-26(%),3413,Medium,Not On Time
2466,D,Flight,6,Frequent,1,Low Rating - Dissatisfied,126,Cheap,3,New,Medium,Female,37,27-39(%),1697,Light,Not On Time
2467,E,Flight,5,Moderate,1,Low Rating - Dissatisfied,170,Standard,3,New,Medium,Female,48,40-52(%),1299,Light,Not On Time
2468,A,Flight,4,Moderate,2,Low Rating - Dissatisfied,148,Cheap,3,New,Medium,Male,2,1-13(%),1805,Light,Not On Time
2469,B,Flight,4,Moderate,2,Low Rating - Dissatisfied,141,Cheap,3,New,Medium,Male,61,53-65(%),1875,Medium,Not On Time
2470,C,Flight,5,Moderate,5,High Rating - Satisfied,169,Standard,2,New,Medium,Female,14,14-26(%),1497,Light,Not On Time
2471,E,Flight,5,Moderate,2,Low Rating - Dissatisfied,143,Cheap,3,New,Medium,Male,12,1-13(%),1802,Light,Not On Time
2472,D,Flight,4,Moderate,5,High Rating - Satisfied,156,Cheap,3,New,Low,Female,60,53-65(%),1553,Light,Not On Time
2473,E,Flight,5,Moderate,1,Low Rating - Dissatisfied,241,Standard,4,Regular,Medium,Female,19,14-26(%),2193,Medium,Not On Time
2474,A,Flight,3,Few,4,High Rating - Satisfied,212,Standard,3,New,Medium,Female,13,1-13(%),2307,Medium,Not On Time
2475,B,Flight,5,Moderate,3,Low Rating - Dissatisfied,265,Expensive,3,New,Medium,Male,30,27-39(%),2293,Medium,Not On Time
2476,C,Flight,3,Few,4,High Rating - Satisfied,243,Standard,3,New,Low,Female,60,53-65(%),2980,Medium,Not On Time
2477,E,Flight,5,Moderate,2,Low Rating - Dissatisfied,209,Standard,4,Regular,Medium,Male,15,14-26(%),3330,Medium,Not On Time
2478,D,Flight,4,Moderate,5,High Rating - Satisfied,229,Standard,3,New,Medium,Male,21,14-26(%),2688,Medium,Not On Time
2479,E,Flight,3,Few,1,Low Rating - Dissatisfied,257,Expensive,2,New,Low,Female,45,40-52(%),3496,Medium,Not On Time
2480,A,Flight,5,Moderate,5,High Rating - Satisfied,209,Standard,3,New,Low,Male,49,40-52(%),3893,Medium,Not On Time
2481,B,Flight,3,Few,3,Low Rating - Dissatisfied,142,Cheap,3,New,Medium,Male,23,14-26(%),1897,Medium,Not On Time
2482,C,Flight,3,Few,5,High Rating - Satisfied,208,Standard,4,Regular,Medium,Male,12,1-13(%),3181,Medium,Not On Time
2483,E,Ship,6,Frequent,3,Low Rating - Dissatisfied,167,Cheap,6,Regular,Low,Female,15,14-26(%),1278,Light,Not On Time
2484,D,Ship,3,Few,5,High Rating - Satisfied,266,Expensive,3,New,Medium,Male,16,14-26(%),2334,Medium,Not On Time
2485,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,210,Standard,2,New,Medium,Male,44,40-52(%),3382,Medium,Not On Time
2486,A,Ship,2,Few,2,Low Rating - Dissatisfied,147,Cheap,2,New,Medium,Female,49,40-52(%),1447,Light,Not On Time
2487,B,Ship,5,Moderate,2,Low Rating - Dissatisfied,132,Cheap,2,New,Medium,Male,8,1-13(%),1665,Light,Not On Time
2488,C,Ship,3,Few,4,High Rating - Satisfied,269,Expensive,3,New,Medium,Female,21,14-26(%),3716,Medium,Not On Time
2489,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,148,Cheap,3,New,Medium,Female,48,40-52(%),1099,Light,Not On Time
2490,D,Ship,4,Moderate,5,High Rating - Satisfied,268,Expensive,2,New,High,Male,32,27-39(%),3675,Medium,Not On Time
2491,E,Ship,3,Few,5,High Rating - Satisfied,156,Cheap,2,New,Low,Female,43,40-52(%),1301,Light,Not On Time
2492,A,Ship,5,Moderate,1,Low Rating - Dissatisfied,222,Standard,4,Regular,Low,Male,63,53-65(%),3506,Medium,Not On Time
2493,B,Ship,4,Moderate,5,High Rating - Satisfied,151,Cheap,3,New,High,Female,31,27-39(%),1365,Light,Not On Time
2494,C,Ship,3,Few,3,Low Rating - Dissatisfied,236,Standard,3,New,Low,Female,28,27-39(%),3652,Medium,Not On Time
2495,E,Ship,3,Few,5,High Rating - Satisfied,229,Standard,3,New,Medium,Female,12,1-13(%),3049,Medium,Not On Time
2496,D,Ship,4,Moderate,3,Low Rating - Dissatisfied,261,Expensive,3,New,Low,Male,42,40-52(%),2664,Medium,Not On Time
2497,E,Ship,2,Few,1,Low Rating - Dissatisfied,229,Standard,4,Regular,Low,Male,6,1-13(%),3757,Medium,Not On Time
2498,A,Ship,4,Moderate,5,High Rating - Satisfied,205,Standard,3,New,Low,Female,60,53-65(%),2317,Medium,Not On Time
2499,B,Ship,3,Few,4,High Rating - Satisfied,240,Standard,2,New,Low,Male,8,1-13(%),3883,Medium,Not On Time
2500,C,Ship,4,Moderate,3,Low Rating - Dissatisfied,209,Standard,6,Regular,Low,Female,59,53-65(%),2622,Medium,Not On Time
2501,E,Ship,2,Few,1,Low Rating - Dissatisfied,252,Expensive,2,New,Low,Male,35,27-39(%),2526,Medium,Not On Time
2502,D,Ship,3,Few,4,High Rating - Satisfied,140,Cheap,2,New,Medium,Male,48,40-52(%),1102,Light,Not On Time
2503,E,Ship,5,Moderate,4,High Rating - Satisfied,156,Cheap,2,New,Low,Female,57,53-65(%),1842,Medium,Not On Time
2504,A,Ship,2,Few,2,Low Rating - Dissatisfied,190,Standard,8,Loyal,Medium,Male,33,27-39(%),3448,Medium,Not On Time
2505,B,Ship,3,Few,4,High Rating - Satisfied,138,Cheap,6,Regular,Medium,Male,5,1-13(%),1853,Medium,Not On Time
2506,C,Ship,5,Moderate,4,High Rating - Satisfied,243,Standard,3,New,Low,Female,35,27-39(%),2899,Medium,Not On Time
2507,E,Ship,3,Few,1,Low Rating - Dissatisfied,183,Standard,2,New,Low,Male,58,53-65(%),3027,Medium,Not On Time
2508,D,Ship,3,Few,5,High Rating - Satisfied,190,Standard,10,Loyal,Medium,Male,26,14-26(%),3244,Medium,Not On Time
2509,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,235,Standard,2,New,Low,Male,27,27-39(%),2451,Medium,Not On Time
2510,A,Ship,3,Few,2,Low Rating - Dissatisfied,143,Cheap,6,Regular,Medium,Male,63,53-65(%),1953,Medium,Not On Time
2511,B,Ship,3,Few,1,Low Rating - Dissatisfied,176,Standard,2,New,Medium,Female,45,40-52(%),1470,Light,Not On Time
